Unnamed: 0,Course Name,Course Acronym,Course Code,Prerequisites,Antirequisites,Semester,Sheet Link
,Combinatorial Optimization,CMO,MTH517,MTH374/MTH574,,Winter,https://docs.google.com/spreadsheets/d/e/2PACX-1vTm7t-vPGcd-pLCuN8KzlgmXZj9uK8tHW6iBKqaYbsNe8ThLMROpFi2sHwk0LAd5UcTfZdTe9muXzwz/pubhtml?gid=1194364106&amp;single=true&amp;widget=true&amp;headers=false
,Social Network Analysis,SNA,CSE568,"CSE222,CSE101,MTH201",CSE559,Winter,https://docs.google.com/spreadsheets/d/e/2PACX-1vTL2f6j8XFXYH7cu4dzpE7zumc2JBtvHQEF_XLYuFyacxNJwvDyWAEvWIGB4Ys9Gln-rsBgoUiSNqhO/pubhtml?widget=true&amp;headers=false
,Topics in Number Theory,TNT,MTH518,MTH211,,Monsoon,https://docs.google.com/spreadsheets/d/e/2PACX-1vRhTecGdH2nodaY1Ocdh62WzctS85LPGVk4woAKs5mjygf95xsuzGFfLUfhq4TgCRUIS1AWxF_DM37x/pubhtml?gid=2008458590&amp;single=true&amp;widget=true&amp;headers=false
,Concurrent and Learned Data Structures,CLDS,CSE518,"CSE101,CSE102,CSE201,CSE231",,Winter,https://docs.google.com/spreadsheets/d/e/2PACX-1vTeKmkybusB1RznBqvs4pd3X7ykwrlNosB3k29tbNXdroK8DiRa78doSKIWNKyZeA/pubhtml?widget=true&amp;headers=false
,Measure and Probability Theory,MPT,MTH535,MTH240orMTH203,,Winter,https://docs.google.com/spreadsheets/d/e/2PACX-1vQ5lfW7UaCxbsCJG1m3g3YDtmQHcJqIFAuf-yCTf4z2qwEgQ6A8O0E9yNZ29XigYl38AcVTomcJwteU/pubhtml?gid=244466626&amp;single=true&amp;widget=true&amp;headers=false
,Applied Optimization Methods for Machine Learning,AOMML,ECE666 / CSE517,,,Winter,https://docs.google.com/spreadsheets/d/e/2PACX-1vRZ1vFCi1ejAkVbyh7UsSTAtbXNCjS6FvFX-boN0L2vJKr1B_bafLlae7Tx4vrRlQ/pubhtml?widget=true&amp;headers=false
,Introduction to Functional Analysis,IFA,MTH542,MTH100,,Winter,https://docs.google.com/spreadsheets/d/e/2PACX-1vRIbxPqkAPmJNs87ElevbdvXm5KZJRh_nNrRmtbO8zRx9o6YWnwoVRkE9ISfiWQmC0s6wAH9QW4kt6k/pubhtml?gid=961842857&amp;single=true&amp;widget=true&amp;headers=false
,Prototyping Interactive Systems,PIS,DES206,,,Winter,https://docs.google.com/spreadsheets/d/e/2PACX-1vQyCRE2WtgZfsruh8_dV6tS0OyeviSZE2doeupMVJg0z9RQ-qgoK9Gen_27Q21vKQ/pubhtml?widget=true&amp;headers=false
,Calculus in R^N,CRN,MTH544,"MTH100,MTH203orMTH240",,Winter,https://docs.google.com/spreadsheets/d/e/2PACX-1vSO6i-H6D5pLPSZtR04e4aHzKzqmBBezOA0mfO1lPUOAzPju0KiTbUId1L8uqBjfnKnLuf1C5fkgojH/pubhtml?gid=2029258774&amp;single=true&amp;widget=true&amp;headers=false
,Finite and Spectral Element Methods,FSEM,MTH545,"MTH100,MTH203orMTH240,MTH204",,Monsoon,https://docs.google.com/spreadsheets/d/e/2PACX-1vSGH5Wlc_LIrTl6GvvBBFEVdd0AmnRT1I6PJvittd6BlAv3mLm_mo-F60YVzbKKpVew9gjzUeMB0Yym/pubhtml?gid=454864760&amp;single=true&amp;widget=true&amp;headers=false
,Ethics in AI,EI,SSH325/SSH525,,,Winter,https://docs.google.com/spreadsheets/d/e/2PACX-1vRdJ72zd6CbJT67Ez4G31nBUHx3Wtz_7hUWZRarzTFX2PAJ__rcaaH2tny88v0YAA/pubhtml?widget=true&amp;headers=false
,Programmable Networking,PN,CSE567,"CSE102,CSE231,CSE232",,Winter,https://docs.google.com/spreadsheets/d/e/2PACX-1vQ99-fwPhCWKwTTgJ-g4Bph_2iDyjgSGCDgvQ0zo5VIiekLJNBQAZS09dREssum0A/pubhtml?widget=true&amp;headers=false
,Introduction to PDE,IPDE,MTH550,MTH204,,Winter,https://docs.google.com/spreadsheets/d/e/2PACX-1vRd0DysZcY5nZ8wf6-5Dl0a4yfqfBpKA5K2ucql9_voPpbllUD_Jl5IvoSJKXxbKg/pubhtml?widget=true&amp;headers=false
,Estimation Theory for dynamic systems,ET,ECE5et,ECE501,,Winter,
,Computational Methods in Oncology Research,CMOR,BIO5XX,,,Winter,
,Parallel Runtimes for Modern Processors,PRMP,CSE513,"CSE231,CSE201",,Monsoon,https://docs.google.com/spreadsheets/d/e/2PACX-1vQCl662gpg_T7Dr5C-u2kR5AzYkDHi2BMkOrYzlhpI7YBIIknsA5kcUI71ptmQxrw/pubhtml?widget=true&amp;headers=false
,Quantum Mechanics,QM,ECE525,MTH100,,Monsoon,https://docs.google.com/spreadsheets/d/e/2PACX-1vRoDf4gcpWHDURoUoudIS5gT4O3X3T-kI3SFZHiyyKMD7-JujPTWVmldDmd2JVmrvSe1g-9I4jWBrdz/pubhtml?widget=true&amp;headers=false
,Point Set Toplogy,PST,MTH562,Continuousfunctions,,Monsoon,
,3D Animation filmmaking,3DAF,DES305,,,Monsoon,https://docs.google.com/spreadsheets/d/e/2PACX-1vT4oWkxFaHKvAeA04oMOcI6CRoXIL69-TCuSCkyNnkQHSJ2zsodps5o5UXSXa-DCA/pubhtml?widget=true&amp;headers=false
,Point Set Toplogy,PST-2,MTH562A,,MTH562,Monsoon,https://docs.google.com/spreadsheets/d/e/2PACX-1vTn0Hu_uzQERl1fspRfMmkJnD2rbvFkTm8BxibOZ9GaQsAyjMp206Z2dAdNQm7MjSczVWo69kw2k79J/pubhtml?gid=82289611&amp;single=true&amp;widget=true&amp;headers=false
,"Knowledge Production, Concepts and Context",KPCC,SSH700,,,Monsoon,https://docs.google.com/spreadsheets/d/e/2PACX-1vRzhYxZ0EURrzlczJZftHMKBMZ69Lgn7fkMi5GD0aAEa4cR1H-0zVcBNHmUhTx1PQ/pubhtml?widget=true&amp;headers=false
,Introduction to Riemannian Geometry with Some Applications,IRG,MTH564A,"MTH100,MTH203",,Monsoon,https://docs.google.com/spreadsheets/d/e/2PACX-1vRg3dSqx5KKc58SG-IHlfpzeLSN7GcluGJweq5M3I_KcpzQvOWbJqoauDTVEFpF4LvlWX2QBGV0uqzP/pubhtml?gid=1298154600&amp;single=true&amp;widget=true&amp;headers=false
,Enhancement Technologies and the Body: Beyond the Human Form,ETB,SOC513,SOC101,,Monsoon,https://docs.google.com/spreadsheets/d/e/2PACX-1vT5U7Pn2xg2tlrBrUGo7EJoGAsMTqJZzfhgVxJp4AnjTZcOJDfCT_zCWn8FjAiNug/pubhtml?widget=true&amp;headers=false
,Contract Theory,CT,ECO502,,,Monsoon,https://docs.google.com/spreadsheets/d/e/2PACX-1vSv-Msn5LXZN5dNBJ2VxZ3r52iNfSJILeT2um9paAkY1Ff3iXff7zkyNYAS2yZMyg/pubhtml?widget=true&amp;headers=false
,Numerical Solutions Differential Equations,NSDE,MTH570,"MTH100,MTH203,MTH240",,Winter,https://docs.google.com/spreadsheets/d/e/2PACX-1vRzxTFCn0sV-q_Sqvbtx6xOjde2RREu3Cmk7u0rcIGsvMZ-q1fjssdt_1TCwOq7q9SGRUf_TUyFjCun/pubhtml?widget=true&amp;headers=false
,Tomographic Imaging,TI,ECE565,MTH100,,Monsoon,https://docs.google.com/spreadsheets/d/e/2PACX-1vQm6SxHPO3sUbUGjuATTQdnAo5dhvHqA4cGtjntvggEvWHH3BvcYeSNq2bUKOTILg/pubhtml?widget=true&amp;headers=false
,Integral Transforms and their Applications,ITA,MTH571,MTH204,,Winter,https://docs.google.com/spreadsheets/d/e/2PACX-1vSoWHn26BfsSc2SfkvJKVzLx1Yiz2UxCMkLsD3AiXXMUHIMD-6VkRo6SGxwCctBtRoiWPozBeI7W0wF/pubhtml?gid=1821949874&amp;single=true&amp;widget=true&amp;headers=false
,Cloud Computing,CldC,CSE569,CSE232,,Monsoon,https://docs.google.com/spreadsheets/d/e/2PACX-1vSnp5w3UXSV5VpbjcPvZoqALxjWPKA2TdlniXzL3aNGc9yqYR5HDdqmGAC1yr8kMPJXW9zc2yyIMhS8/pubhtml?widget=true&amp;headers=false
,Categorical Data Analysis,CDA,MTH576,MTH201,,Monsoon,https://docs.google.com/spreadsheets/d/e/2PACX-1vS8p_GA32GwK4sPIgSXFuPR-7gnSbVu-WJmC7FB3Lprb7vmXDDEVWhX1_Pen3xCbFEo0Z03EGhp0ew7/pubhtml?gid=19315961&amp;single=true&amp;widget=true&amp;headers=false
,Quantum Mechanics,QM,ECE525,MTH100,,Monsoon,https://docs.google.com/spreadsheets/d/e/2PACX-1vRoDf4gcpWHDURoUoudIS5gT4O3X3T-kI3SFZHiyyKMD7-JujPTWVmldDmd2JVmrvSe1g-9I4jWBrdz/pubhtml?widget=true&amp;headers=false
,Convex Optimization,COO,MTH577,MTH100,,Winter,https://docs.google.com/spreadsheets/d/e/2PACX-1vRpFmHJ82vgVnRuKzu8g_1EVafNU6HWi8fl82vfKIg2fWUsLSlGoGlzP8AfRr-wWD-4uQk74AKzmzxZ/pubhtml?gid=1770842976&amp;single=true&amp;widget=true&amp;headers=false
,Introduction to AI in Medical Imaging,IAMI,ECE667A,"MTH201,MTH100,VectorCalculus",,Monsoon,https://docs.google.com/spreadsheets/d/e/2PACX-1vTRcHRqBVF7M_qUBSx-qGVrOu4LXtgpIcaWafJTP1W-ATp696H49lzRsPHML73Mr-QupiVq3ewwEe1B/pubhtml?widget=true&amp;headers=false
,Computational Metagenomics,CoMeG,BIO549,,,Monsoon,https://docs.google.com/spreadsheets/d/e/2PACX-1vQUvAioP-xQB5WieBIZE98N0Q37mTbMqAeabFbW-palHcTm_jfu8xKXE_MG1hwixQ/pubhtml?widget=true&amp;headers=false
,Numerical Partial Differential Equations,NPDE,MTH598,"MTH100,MTH203,MTH240",MTH570,Winter,https://docs.google.com/spreadsheets/d/e/2PACX-1vRz3-e1oKwuVgrFsdhs835grpC8-WVvSaklONC0JXwCNSfZo2J78AORaRg6CpydCS9RL2QT3ut811UU/pubhtml?gid=734016398&amp;single=true&amp;widget=true&amp;headers=false
,Variational Calculus and their Applications,VCA,MTH599,MTH203,,Winter,https://docs.google.com/spreadsheets/d/e/2PACX-1vT-yIdOiLhad1RC-Wv5jbQjZXyDMetuKGMssgFoQZ0KmWQ-b23FiL6piRuTFtpXAGRKM-BiZJaC7xUZ/pubhtml?gid=60670379&amp;single=true&amp;widget=true&amp;headers=false
,Ergonomics/Human factors for Design,EFD,DES524,,,Monsoon,https://docs.google.com/spreadsheets/d/e/2PACX-1vT8XKLcBCKlDPcYuIqNxVzMBQF7XBILIbed9A42RWBIARyyi4ZI5YGnR8QzwiZpOA/pubhtml?widget=true&amp;headers=false
,Introduction to Psychology,Psy,PSY201,SSH101,,Monsoon,https://docs.google.com/spreadsheets/d/e/2PACX-1vSa3z6T29z1AkTMoqjXsnPYkyndy5O_CNmFF4xRFHF_hzJn-0q-wVwi0o1D-l0aJ-23iaGzhefg9meW/pubhtml?gid=176935518&amp;single=true&amp;widget=true&amp;headers=false
,Positive Psychology,Ppsy,PSY202,,,Winter,https://docs.google.com/spreadsheets/d/e/2PACX-1vSfiFg8yDQH7DOS3FP1W5AE9WSJSEQ4Tp9kgOyMgJ88DFWq3t-tO0zD9fYgRRyX12rr_CdP57T0rQXO/pubhtml?gid=753902238&amp;single=true&amp;widget=true&amp;headers=false
,Enhancement Technologies and the Body: Beyond the Human Form,,SOC513,SOC101,,Monsoon,https://docs.google.com/spreadsheets/d/e/2PACX-1vT5U7Pn2xg2tlrBrUGo7EJoGAsMTqJZzfhgVxJp4AnjTZcOJDfCT_zCWn8FjAiNug/pubhtml?widget=true&amp;headers=false
,Non-Classical Logics,NCL,MTH504A,,,Monsoon,https://docs.google.com/spreadsheets/d/e/2PACX-1vST4wlRwk10EhpS4AAl8Ss2htahaTa_f8AZEAbPTC3qnAtGWY58yHgIODU7PFl_aA/pubhtml?widget=true&amp;headers=false
,Cognitive Psychology,CP,PSY301,PSY201,,Winter,https://docs.google.com/spreadsheets/d/e/2PACX-1vTPEULeTIn0oPVixfYgj44q_HfSrVSJSggixLbzY6TgZWCwPo6KTKWbkn8XVucFe4H80HtcyiomVYxl/pubhtml?gid=1358930879&amp;single=true&amp;widget=true&amp;headers=false
,Lattices in Computer Science,LCS,CSE526,MTH100/MTH201/ECE501/CSE222,,Winter,https://docs.google.com/spreadsheets/d/e/2PACX-1vT6JeNK_72whV4Tdlg_pY53ccIF_kCnRjZSZeFSFW_8o5gclGGQm0YZfdirCYq2JA/pubhtml?widget=true&amp;headers=false
,Social Psychology,SP,PSY302,,,Winter,https://docs.google.com/spreadsheets/d/e/2PACX-1vSIDWOrdb4C1VOP_oKr-0hZhmKoGDgXeUzaZhQ3sY2aDepSMnRZUEBvPd49p_9DTkKBJB6FvIOr5CSw/pubhtml?gid=1409904678&amp;single=true&amp;widget=true&amp;headers=false
,Human Microbiome Data Science,HMDS,BIO548,,,Winter,https://docs.google.com/spreadsheets/d/e/2PACX-1vSFPCRztZJ0BIgXXRvG5H_7q6Q5uXLVaG71kFMDw2ce2Ommpgaqrqsz7uL5ZsuDWg/pubhtml?widget=true&amp;headers=false
,Attention and Perception,ATP,PSY305/PSY505,,,Winter,https://docs.google.com/spreadsheets/d/e/2PACX-1vTHGP1l_pMgNRDN83ANnYBuVkq8SP9Wcf0CKCmUHyWzYWtHMpWFNJqYKZQ1q6ogDw/pubhtml?widget=true&amp;headers=false
,Usable Security and Privacy,UsS,CSE347/CSE547/DES525/DES306,,,Winter,https://docs.google.com/spreadsheets/d/e/2PACX-1vTIQa7A54-l7zc6cz3N5NEk1n_eIWq3RU4OzBkYFqG5iC8cCY4VIwxUuyWbtxNhcQ/pubhtml?widget=true&amp;headers=false
,Learning and Memory,LM,PSY306/506,,,Winter,https://docs.google.com/spreadsheets/d/e/2PACX-1vQxu7SXZaaXHEQVQBYfPK-x1MkMYQA08yEFrGLitwIEwrPFjAlSSklTu_shifd1QA/pubhtml?widget=true&amp;headers=false
,Interactive Systems,ISy,CSE573,,DES201(Design Processes & Perspetive)  & Prototyping Interactive Systems,Winter,https://docs.google.com/spreadsheets/d/e/2PACX-1vQVZh0193vmZooOgh78kNAlqv7qvCpkUe47S8w-ND2EYO-BQhdXB4Sx3RKmR3fkgQ/pubhtml?widget=true&amp;headers=false
,Neuroscience of Decision Making,NDM,PSY307/507,,,Monsoon,https://docs.google.com/spreadsheets/d/e/2PACX-1vQE_Ehis0pCfYFHpoObztUcfZAIHR3hH-whdKdgJRJBgMPieUuVsUhhj_DsdrtRDA/pubhtml?widget=true&amp;headers=false
,Information Theory,InT,ECE634,ECE501/MTH201,,Winter,https://docs.google.com/spreadsheets/d/e/2PACX-1vRkBbdNtHaiIT_SxoVMxi9LgDwf839YQa_X8OQyPmkC2ipGSVeFpb_Ic9SGE8ZDow/pubhtml?widget=true&amp;headers=false
,Cognition of Motor Movement,CMM,PSY308/PSY508,,,Monsoon,https://docs.google.com/spreadsheets/d/e/2PACX-1vS24VVUihhd2M2uhYFnmk_J45A6qBdoBs2cvuWZMB-CBBCg2W3Xhq6XiVtECiCk9Q/pubhtml?widget=true&amp;headers=false
,Cognition and Information Processing in Design,CIPD,DES523,,,Winter,https://docs.google.com/spreadsheets/d/e/2PACX-1vSh0gr3vkZaTj5RJYc8zDojoSmKCfOvh5hPPfrtEichpTAXL0vXd0hsw82Q489NEQ/pubhtml?widget=true&amp;headers=false
,Introduction to Sociology and Anthropology,ISA,SOC101,SSH101,"HSS205,HSS215",Winter,https://docs.google.com/spreadsheets/d/e/2PACX-1vR3hTXGjqUmKJA3P3XesxB0D_IN3lq_LQAbNs0kb_WzhiS5VGpPrTlzjhAqCD2_NEzWF4CYALz96pq4/pubhtml?widget=true&amp;headers=false
,Foundations of Marketing,FOM,ENTxxx,,,Winter,
,Contemporary India: Sociological Perspective,CISP,SOC202,,,Monsoon,https://docs.google.com/spreadsheets/d/e/2PACX-1vS0PvTPK8-0hqsXzn-IryZh3DR-AjSzgiMy6Bb6Ifcerq5ENS2hwqRW3FKBFIH2kZr0RGQceTZ6aBZ_/pubhtml?gid=97578766&amp;single=true&amp;widget=true&amp;headers=false
,Social Entrepreneurship,SoE,ENT202/ ENT404,,ENT202,Monsoon,https://docs.google.com/spreadsheets/d/e/2PACX-1vQrNc74a90jokLP2QETSSdN_szxt0210ocwzapp1MrgTd5JeyuFHAcEHtOTUXdmNw/pubhtml?widget=true&amp;headers=false
,Sociology of New Media,SNM,SOC204,,,Monsoon,https://docs.google.com/spreadsheets/d/e/2PACX-1vS4ZPKhoazKIGTSRs1a0vvbhtgxyo8RXc3BoSwoyhQQ9-SNWS7ZrDESJ_VyqQsKnFjSB8IoYZkq-2Eg/pubhtml?gid=734522967&amp;single=true&amp;widget=true&amp;headers=false
,Anthropology and Social Media,ASM,SOC205,,,Winter,https://docs.google.com/spreadsheets/d/e/2PACX-1vSPzKxHvptGN1WlwhAG3RPJCFEk0q0G_n62E1E44mzyVNsiQ_37RbAr80BY3SCK1mkT6RWXBkUX_HFp/pubhtml?gid=857213929&amp;single=true&amp;widget=true&amp;headers=false
,Japanese Language,JALang,SSH326,,,Winter,
,Distributed and Federated Machine Learning,DFML,CSE665A,"ECE363/ECE563/CSE343/CSE342/CSE542/ECE356/ECE556,MTH100,CSE101",,Monsoon,https://docs.google.com/spreadsheets/d/e/2PACX-1vSsQc1HY6f4Hhf0FqtRAv88XpNkQ62v6-5olT68G3hHZSv4bu90Vocid-pN07P3rw/pubhtml?widget=true&amp;headers=false
,Business Anthropology,BA,SOC206,,,Monsoon,https://docs.google.com/spreadsheets/d/e/2PACX-1vR9sc8Ru1aP6yOhqjeyjVySUAkmp3sK1QxsC6WV-xw5bjKLJnF7oY1-Muohy5zrni0C4YHd6YthM7wA/pubhtml?gid=1107823224&amp;single=true&amp;widget=true&amp;headers=false
,Information Technology And Society,ITS,SOC207,,"HSS212,HSS101",Winter,https://docs.google.com/spreadsheets/d/e/2PACX-1vRCkdF1vYV46MU91WIwvNLILP4TvqOVLnKGyfegcjbHj3_i6VgcP05kePHZQH9_SbhAuEAql7XNJNVR/pubhtml?gid=487985119&amp;single=true&amp;widget=true&amp;headers=false
,Comprehensive Gender Sensitization,CGS,SSH225A,,,Monsoon,https://docs.google.com/spreadsheets/d/e/2PACX-1vRmK0v-U2CG_yJeLNQDPFlF4ZR_ygnJ4z4Q60gPT_aw_1VyhMAqVjQmyWqNF1cEiQ/pubhtml?widget=true&amp;headers=false
,Algorithms under Uncertainty,AUU,CSE586,CSE222orequivalent,,Monsoon,https://docs.google.com/spreadsheets/d/e/2PACX-1vTx2lzL9knglkPl_IRxxzgU0e5k808NgfFgMwZ8Y-H3If5kgEzOZUXEFFemzn0RNQ/pubhtml?widget=true&amp;headers=false
,Organizations An Anthropological Perspective,OAP,SOC208,,,Winter,https://docs.google.com/spreadsheets/d/e/2PACX-1vQR_91ie0z-HpL4AV76CRVaEPwPWsVyyIzurAOzZFsE-qEy6RZSnRby68rcsLMubKvsxpG_qGMLL2eM/pubhtml?gid=194821497&amp;single=true&amp;widget=true&amp;headers=false
,Advances in Deep Learning,ADL,ECE677/CSE677,DeepLearningORAML,,Monsoon,https://docs.google.com/spreadsheets/d/e/2PACX-1vTVBvWt0QNlXh36aHFWFXS0Rk0IDDRjXki5t_0l6FzWT4_3tGrKbs-9Usk3xwPVEA/pubhtml?widget=true&amp;headers=false
,Consumer Culture and Society,CCS,SOC209,,,Monsoon,https://docs.google.com/spreadsheets/d/e/2PACX-1vRyr6sAiPrPvzcn6O7F2zqoUZNIH_ZA32twacofxdCu1z15fxb49vWhWiNzHR8lCd9fBfQnnh6-I0fV/pubhtml?gid=772752932&amp;single=true&amp;widget=true&amp;headers=false
,Quantum Communication and Networks,QCN,ECE530,ProbabilityandStochasticProcess,,Monsoon,https://docs.google.com/spreadsheets/d/e/2PACX-1vQuFjXPoO_F0VvOzzIGSP2bbJcvCbjpRsQg_W--IhuhHzBqXaXtzUmVUl0ta4D6WQ/pubhtml?widget=true&amp;headers=false
,Sociological Theory,ST1,SOC210,,,Winter,https://docs.google.com/spreadsheets/d/e/2PACX-1vQYcI6tn4L6P_Yo6PlM9UIa5Ekb8SN_fXSI1ySeNm-PFhe7gmVqvVo-UHA0hQOGR-dnokREo7AG1kMS/pubhtml?widget=true&amp;headers=false
,Digital Processor Design,DPD,ECE523A,ECE111,,Monsoon,https://docs.google.com/spreadsheets/d/e/2PACX-1vRz5wZ73PaySqeXiQ2HK8Wjf7099gLl5WOmxTQewbuKuL27l_3z-fpcx90DHpqRBg/pubhtml?widget=true&amp;headers=false
,"Science, Technology and Society",STS,SOC211,,,Monsoon,https://docs.google.com/spreadsheets/d/e/2PACX-1vT-DxwVRIDx9j0ObPD5Ml2LaHDph9_39c7tW5WNFyxFh1AitueFsa9ac-7_UMhKaw/pubhtml?widget=true&amp;headers=false
,Advanced Digital Communications,ADC,ECE347/ECE547,ECE240,,Monsoon,https://docs.google.com/spreadsheets/d/e/2PACX-1vTTVZaPc1B_6AMBPJqlL2Zp8jDfeNbddS98mvSUBZiUwkQK-2AXlvUbs0iogf8CWA/pubhtml?widget=true&amp;headers=false
,Key Concepts in Economic Sociology,KCES,SOC212,,,Monsoon,https://docs.google.com/spreadsheets/d/e/2PACX-1vS1oyu6M6s08ucNp24rjhT_83MWDZHGofZrQG-AKhDxPDn0qXBQUc50VNPdgqtBgQMJkb1tBz3xWwj_/pubhtml?gid=321729943&amp;single=true&amp;widget=true&amp;headers=false
,Motion Design and Graphics,MDG,DES526/DES307,,DES518,Monsoon,https://docs.google.com/spreadsheets/d/e/2PACX-1vT5wPbKftADTZ7o8c6DH6sDdlNM7n02cR12BMWoQc_bs-SCRKYfnKRYQILLGgCKoA/pubhtml?widget=true&amp;headers=false
,Introduction to Digital Ethnography,IDE,SOC213,,,Winter,https://docs.google.com/spreadsheets/d/e/2PACX-1vT63W3yytSOMqS-Cb551Om0ItW07Aun_gxOgCjv4m689DAh2_faxRUcxDbDFjGoEw/pubhtml?widget=true&amp;headers=false
,User Experience Design of XR,UDXR,DES527,DES102;CSE101,,Monsoon,https://docs.google.com/spreadsheets/d/e/2PACX-1vQj_jgzJxNronu5Jr1AUqD_BD2rivCNwfSz74We1dr-kAezgSbmcXP_oQCUu_zGCw/pubhtml?widget=true&amp;headers=false
,Causal Inference,CI,ECO323/ECO523,EconometricsIorStatisticalInference,,Monsoon,https://docs.google.com/spreadsheets/d/e/2PACX-1vSFADukZ-FtbK3BEKF3HjrCn7vvTGqpa-hFhJnCJf7h7iRUNiCqtb2EqX7whJNOHQ/pubhtml?widget=true&amp;headers=false
,Urban Sociology,US,SOC302,,,Winter,https://docs.google.com/spreadsheets/d/e/2PACX-1vQG2VxM9LKGAU5S9IgyLdCLmUCzBJugDv9WpbGRnazZxwaW0OSODqIx7sOmq-hqOokW1QuFRQctXDA5/pubhtml?gid=473938910&amp;single=true&amp;widget=true&amp;headers=false
,Digital Social Research,DSR,SOC307,,,Monsoon,https://docs.google.com/spreadsheets/d/e/2PACX-1vSyfU8Rqovx3KZQu87xwTaOEhtaPngLPCQhKBY3kU_wr-iiih7nwFEuY45YYKMNUK9zQLh36I0NN4_J/pubhtml?gid=1505315556&amp;single=true&amp;widget=true&amp;headers=false
,Reading Hegel's Phenomenology of Spiri,RHPS,SSH526/SSH726,,,Monsoon,https://docs.google.com/spreadsheets/d/e/2PACX-1vR82G2hYugxet8xlGf7VUnRvbBSvIJamd6oT4XVGKO3N5adBKk_owul1nnIJiTELg/pubhtml?widget=true&amp;headers=false
,Foundations of Entrepreneurship,FOE,ENT201/ENT405,,,Monsoon,https://docs.google.com/spreadsheets/d/e/2PACX-1vQSwa88kqBHJoyct3f_znWF4apIgnxC7VwDWnX2NB5Z_papRXSIhB0xgn0eO7viDw/pubhtml?widget=true&amp;headers=false
,Gender and Media,GM,SOC308/SOC514,,,Monsoon,https://docs.google.com/spreadsheets/d/e/2PACX-1vRx-5xdvXaB4m89Og_ZVpK4lAT4C-SN2ai8ZxL0WJMFMACUOmKDUqgGHG-O3w1u0g/pubhtml?widget=true&amp;headers=false
,Advance Ethnographic Research Methods,AERM,SOC311/SOC501,SSH201,,Monsoon,https://docs.google.com/spreadsheets/d/e/2PACX-1vRrdmv0jho70xll2Y6BOi25oQmaZivobchqp0vMfoHFh1UXD-OWXHgERhDsN7jyNg/pubhtml?widget=true&amp;headers=false
,Concepts and Methods in Social Movement Research,CMSMR,SSH327A/SSH527A,Introductionlevelcourseinanyofthemajorsocialsciencesincludingcriticalthihking,,Monsoon,https://docs.google.com/spreadsheets/d/e/2PACX-1vT0CnW9RWh0nybYMTJRR-HyzE52kUc8oDVA8HAMLTzwuRUKwqXkY5sj2HVzye-3Eg/pubhtml?widget=true&amp;headers=false
,The Business of Artificial Intelligence,BAI,DES530,,,Monsoon,https://docs.google.com/spreadsheets/d/e/2PACX-1vRuoy_d5YCwpycIODuqqpHu1NtwLUv3Eq2fOdFZGfUhNpgFjpWYcXcBiRrMJsFThg/pubhtml?widget=true&amp;headers=false
,Sociology of India: Themes and Perspectives,SoI,SOC313/SOC503,,,Winter,https://docs.google.com/spreadsheets/d/e/2PACX-1vTeDHkFPkKI529cwd75L_6wU5qRt523EiDFsFAF7-tVcP1QkeCoDZVA7X1aWLWbIY-44bM5T69zZ54i/pubhtml?gid=277905017&amp;single=true&amp;widget=true&amp;headers=false
,Design for Artificial Intelligence driven Products,DAIDP,DES529,,,Winter,https://docs.google.com/spreadsheets/d/e/2PACX-1vS6pH9iHuQJumrSey3G-IDmjdlHGgQ41uPAZVt1tjtwFQV5Nn4g35d0jpQIycLHvg/pubhtml?widget=true&amp;headers=false
,Technology and the Future of Work,TFM,SOC314/SOC512,,,Monsoon,https://docs.google.com/spreadsheets/d/e/2PACX-1vSv6xxiXIsuFlU8g_-hvoLibdtTwSycP6PqVUjUXCYnwDOtupn34PXkxV_AsAHxXQ/pubhtml?widget=true&amp;headers=false
,Nonlinear Dynamics and Chaos (NDC),NDMA,MTH359/559,MTH100,,Monsoon,https://docs.google.com/spreadsheets/d/e/2PACX-1vTU98BZazx1xMtrlTNmrgSxFOGSFlLtWs940jeC9NFtiY9KsGpaHDeuKmolrQ8EgA/pubhtml?widget=true&amp;headers=false
,Intersectionality Studies,INST,SOC315/SOC511,,,Monsoon,https://docs.google.com/spreadsheets/d/e/2PACX-1vTlUh4gbiUHxfKyNWNWbUC0GYr3JrQHSoqx0TmBbhOpW_i7oVzmc_3ckKakHCgrGg/pubhtml?widget=true&amp;headers=false
,Mechanics of Bodies,MB,MTH376,MTH100,,Monsoon,https://docs.google.com/spreadsheets/d/e/2PACX-1vSjDEoRgz9Dif2Xv5ez-BVFrFr7IZgRlbm2cp8w6DNbGO1luvfnu_h8ieAZ9B-1ZQ/pubhtml?widget=true&amp;headers=false
,Advanced Sociological Theory,AST,SOC502,,SOC312,Winter,https://docs.google.com/spreadsheets/d/e/2PACX-1vSfgE4QhI0KtSBedDmbrIfQq1SAoFKyenSB2w7w3qhJsp6-ZvPBjOsOgjOR5h6vqA/pubhtml?widget=true&amp;headers=false
,Topics in Mathematical Logic,TML,MTH506,MTH300orequivalent/MTH212orequivalent,,Monsoon,
,Introduction to Algebraic Geometry with Applications,IAGA,MTH561,,,Monsoon,https://docs.google.com/spreadsheets/d/e/2PACX-1vRHxC6FWBPLD2sNSsdpK25jlXCMZgXYcFsEqz1pF-3W93V-zR3uy1QbaojANNQbvw/pubhtml?widget=true&amp;headers=false
